,strategy_return,benchmark_return,turnover,transaction_cost
2005-03-31,0.0117357075096024,0.02805963815791019,1.0,0.001
2005-04-30,0.002674660883403056,0.025954356926596554,0.3569760551688858,0.0003569760551688858
2005-05-31,0.004601145848272637,0.006076924167412467,0.4130021451476433,0.00041300214514764324
2005-06-30,0.012466397556012504,0.007018950518377221,0.32465622856150855,0.0003246562285615085
2005-07-31,0.03596223478284966,-0.01578026448582867,0.48894792050685965,0.0004889479205068596
2005-08-31,-0.023690814736537637,-0.023260130028691265,0.33263750545112025,0.00033263750545112024
2005-09-30,-0.027263897354492726,0.01803732376882852,0.6398353109387678,0.0006398353109387677
2005-10-31,-0.0031561984147705315,0.03540326299606946,0.5663379139757334,0.0005663379139757334
2005-11-30,0.013065165730272504,-0.004161324786113614,0.6310084246821048,0.0006310084246821049
2005-12-31,-0.022394301438525662,-0.028070559391470747,0.5842770934373549,0.0005842770934373549
2006-01-31,-0.04035077700340363,0.02156737392886738,0.8948431362839337,0.0008948431362839337
2006-02-28,-0.018914998348382738,-0.010068128076353933,0.13382919604447718,0.00013382919604447717
2006-03-31,-0.0025430713951661017,0.0019600496702883996,0.6645376823458458,0.0006645376823458457
2006-04-30,-0.005009262024264117,-0.030909700756954477,0.6235727180275843,0.0006235727180275843
2006-05-31,-0.03464393973392393,0.02464568615841299,0.5776193414797169,0.0005776193414797169
2006-06-30,0.02672556644040807,0.019076806228090763,0.5030853561001201,0.0005030853561001201
2006-07-31,-0.014231237538357823,-0.006351441391827686,0.3235283125425267,0.00032352831254252665
2006-08-31,-0.009241437569288167,-0.005157311475269032,0.5162376016902722,0.0005162376016902722
2006-09-30,0.031883744516147165,0.01805514438796623,0.43340400854198047,0.00043340400854198046
2006-10-31,0.03587709791897216,-0.016110728203709585,0.32846140546542735,0.00032846140546542734
2006-11-30,-0.03461777084602187,0.0076788816807991,0.34307887301029916,0.00034307887301029917
2006-12-31,-0.0063318613173633295,0.0042948443687009326,0.5086721068364882,0.0005086721068364883
2007-01-31,0.04530182083767412,-0.01749858931574361,0.4306407407760766,0.0004306407407760766
2007-02-28,0.0030286865632399834,0.017587041117147074,0.4707336176753242,0.0004707336176753242
2007-03-31,-0.04516961285045629,-0.05624904726663096,0.2310610650958783,0.0002310610650958783
2007-04-30,0.02790294006602873,-0.00501873375706886,0.34937128088013336,0.0003493712808801334
2007-05-31,0.015837384076225775,0.01007059674595642,0.3046217893188675,0.0003046217893188675
2007-06-30,0.04802633388867756,-0.02739016364559139,0.3301585711908398,0.00033015857119083984
2007-07-31,0.02077896710228504,0.024995381462610072,0.32121214224504496,0.0003212121422450449
2007-08-31,0.019145766559860302,0.025468735957869602,0.298224933168222,0.00029822493316822204
2007-09-30,0.10189084403651139,-0.015080163648644774,0.31882738354312873,0.0003188273835431287
2007-10-31,0.045599939992487015,0.017440226058133387,0.4087978107717894,0.00040879781077178936
2007-11-30,-0.05213935276501319,-0.03780016469740463,0.24220672802530505,0.00024220672802530502
2007-12-31,0.00784600393435763,-0.0180895978762383,0.3124860906841406,0.00031248609068414065
2008-01-31,-0.031153458303911558,-0.02170296149257714,0.1387909449912027,0.0001387909449912027
2008-02-29,0.009272612533681614,0.015050867276418646,0.2736877152277957,0.0002736877152277957
2008-03-31,-0.021345326228758038,0.019981265223375837,0.5506850124348941,0.0005506850124348941
2008-04-30,0.0023468685210749425,0.014077075812996956,0.5225326302763715,0.0005225326302763715
2008-05-31,-0.06964102763962561,-0.02421587385173758,0.6022134212417838,0.0006022134212417837
2008-06-30,-0.013083570835859242,0.024715509523049607,0.9921948377200586,0.0009921948377200585
2008-07-31,0.002288247079730755,-0.038198012062006875,0.7081540377528664,0.0007081540377528665
2008-08-31,0.02506418890489257,0.028090604671775904,0.21845165359500612,0.00021845165359500612
2008-09-30,0.00896022028409185,-0.03476301632615293,0.4539800026176924,0.0004539800026176924
2008-10-31,-0.02871728683990874,-0.04397357715768986,0.5707521847145118,0.0005707521847145118
2008-11-30,0.004109556591633619,-0.011741895699469197,0.47359030190667367,0.00047359030190667373
2008-12-31,-0.018110248559650495,0.01603681758389852,1.229208193658849,0.001229208193658849
2009-01-31,0.009853990945321061,0.014958708774303161,0.960904232486276,0.0009609042324862759
2009-02-28,0.04621512452788013,0.009818579121614579,1.060068832290809,0.001060068832290809
2009-03-31,-0.025359243207457454,0.02349043868502822,0.5014711422906248,0.0005014711422906249
2009-04-30,-0.0009394485287418639,-0.006842075461529558,0.3453500322563304,0.0003453500322563304
2009-05-31,0.04921191394678944,-0.010275998666544816,0.48692654690252624,0.00048692654690252624
2009-06-30,0.003374599077653624,0.07211038499242711,0.2442060032931186,0.0002442060032931186
2009-07-31,-0.024497682985061275,-0.014593446909915092,0.5079922306532995,0.0005079922306532995
2009-08-31,0.0030767017321204756,-0.029309780780982786,0.23427871194190808,0.00023427871194190808
2009-09-30,0.0182982858140512,-0.047433164185899185,0.2502359151070568,0.0002502359151070568
2009-10-31,0.04138026580357304,-0.016437219372117944,0.2844784788346957,0.0002844784788346957
2009-11-30,0.012871738561732219,0.002584239578524456,0.26849271618759146,0.00026849271618759144
2009-12-31,0.008821120534096871,0.032356955685344406,0.19640775135756605,0.00019640775135756604
2010-01-31,-0.009045122383514124,0.026212739493443465,0.31383609872955065,0.00031383609872955064
2010-02-28,-0.02006164115517584,-0.00045508228190572174,0.381533294821905,0.000381533294821905
2010-03-31,0.021499125460186792,0.014705484446655879,0.3353693537335501,0.00033536935373355007
2010-04-30,0.00041562065918302957,0.004102619408600337,0.47584763818714604,0.0004758476381871461
2010-05-31,0.01183036968731689,0.018796788851069286,0.16138824035485355,0.00016138824035485355
2010-06-30,0.033246942314964126,0.01661466853393783,0.4874110852271112,0.0004874110852271112
2010-07-31,0.06377048814096396,0.00997112588611802,0.4645298830358221,0.0004645298830358221
2010-08-31,0.03673356291248718,-0.007952658569185011,0.39235850543436396,0.00039235850543436394
2010-09-30,-0.023477768969109702,-0.02141606689064495,0.30820910783842503,0.00030820910783842503
2010-10-31,-0.008022267672472588,0.06334091327966768,0.4582124179768285,0.0004582124179768285
2010-11-30,0.0006094400915266399,0.0017819330990122596,0.2166662424987586,0.0002166662424987586
2010-12-31,0.04662267052090167,-0.010773605945054183,0.3613672623103756,0.0003613672623103756
2011-01-31,0.027594058715914676,0.037390497599245655,0.254015037365946,0.000254015037365946
2011-02-28,-0.012087370985472983,-0.00040212834876983405,0.43636929769454236,0.00043636929769454234
2011-03-31,-0.013161281636912481,-0.0015390067392461702,0.23888055089077792,0.00023888055089077792
2011-04-30,-0.08688313875386988,0.024208583475361457,0.18389088511150825,0.00018389088511150823
2011-05-31,-0.06935885202871644,-0.012456753820135846,0.370900649608099,0.000370900649608099
2011-06-30,0.016766423766853323,-0.007361753184834157,0.4505503740537516,0.0004505503740537516
2011-07-31,0.004453728323692527,0.002729991495467366,0.4534271482974649,0.0004534271482974649
2011-08-31,0.02562286096788045,0.03175319354134758,0.527198972445397,0.000527198972445397
2011-09-30,0.003892549305529392,0.010033772171353105,0.43737158900784306,0.000437371589007843
2011-10-31,-0.06926410409039946,0.01352946813501275,0.39401858784901933,0.0003940185878490193
2011-11-30,0.029048050416486854,-0.04912555871111998,0.3811329334172363,0.0003811329334172363
2011-12-31,0.011369611268273358,-0.03145661391901569,0.6891592572225389,0.0006891592572225389
2012-01-31,0.026401838235235495,0.025388957585104455,0.4820696113349293,0.00048206961133492936
2012-02-29,0.029303566381962073,0.003996934378274178,0.264543035609358,0.00026454303560935797
2012-03-31,-0.03914334090147819,0.008722681034374092,0.7260212603062047,0.0007260212603062047
2012-04-30,0.05756559316637135,-0.00755656030787266,0.7007620508594532,0.0007007620508594532
2012-05-31,-0.012638025249789539,0.012107478910135427,0.5073267543399008,0.0005073267543399008
2012-06-30,-0.0015774495196203555,0.05293539351898465,0.30948705888125316,0.0003094870588812531
2012-07-31,0.08108433090310074,-0.04183270183300617,0.836672375136513,0.000836672375136513
2012-08-31,0.02657745767703935,-0.00037353275099766443,0.41913483172001087,0.00041913483172001083
2012-09-30,0.04060897663860351,-0.02711981615753377,0.3966940499299968,0.0003966940499299968
2012-10-31,-0.0033938894448647186,0.009961895794089015,0.3299944315980837,0.00032999443159808373
2012-11-30,0.020628706598910734,-0.0014166447390945407,0.3460326348337158,0.00034603263483371584
2012-12-31,-0.03457423731861825,-0.03342058269532594,0.39700369403719715,0.00039700369403719717
2013-01-31,0.008666465815670604,0.0016978212579338995,0.31391960674942476,0.00031391960674942475
2013-02-28,-0.008660445792186987,-0.02118900120479744,0.3949635137549485,0.0003949635137549485
2013-03-31,-0.0030945093724067396,-0.041285817989633246,0.30587471151607626,0.00030587471151607623
2013-04-30,0.030783107124127105,-0.0016523690821065792,0.19594934936434244,0.00019594934936434245
2013-05-31,0.027129891844010892,0.010449052115886502,0.3308765965633941,0.0003308765965633941
2013-06-30,-0.003579658274127242,-0.004262599314526832,0.1656476123388969,0.00016564761233889692
2013-07-31,0.03158304287128944,0.0005592500157846989,0.21329212315400145,0.00021329212315400145
2013-08-31,0.013654215940628038,-0.025005830719327566,0.2141471021749045,0.00021414710217490453
2013-09-30,0.00914066311199653,0.02125040915182163,0.3004809604212596,0.0003004809604212596
2013-10-31,-0.006016302439037816,-0.0032997898396254777,0.36851327302060716,0.00036851327302060715
2013-11-30,-0.0368847211731987,-0.03460427283096826,0.19031386610819565,0.00019031386610819564
2013-12-31,0.011308941886630881,-0.0030198720885450114,0.2917600066817433,0.0002917600066817433
2014-01-31,0.07155922029449008,0.006423593775680981,0.46032426958785144,0.00046032426958785147
2014-02-28,0.036809866727932496,-0.01586288120994034,0.21817160857304896,0.00021817160857304896
2014-03-31,0.013218343836154093,0.029629025433735447,0.17129801956937335,0.00017129801956937337
2014-04-30,-0.0025320125663388124,0.03345085272744314,0.2817689806464274,0.0002817689806464274
2014-05-31,-0.014844912628716992,0.013144834264754024,0.3359173275488495,0.0003359173275488495
2014-06-30,-0.029576199725384836,-0.013555753486981823,0.38098928196085446,0.00038098928196085444
2014-07-31,-0.023173698106709356,0.01793979705346819,0.21769304042960946,0.00021769304042960948
2014-08-31,-0.018987789014145502,0.005383568794626097,0.35095409189975824,0.00035095409189975826
2014-09-30,0.03536779194291422,0.000609030396666582,0.3256408879686662,0.0003256408879686662
2014-10-31,0.027190887020480538,0.008511477358362,0.48053225236394603,0.000480532252363946
2014-11-30,0.05257252883722105,-0.006292787720742234,0.49077869957748377,0.0004907786995774837
2014-12-31,0.04668748186665683,-0.01539806317751804,0.5242342343131635,0.0005242342343131635
2015-01-31,-0.010563141961871286,-0.051869808872931716,0.3827005339174485,0.00038270053391744853
2015-02-28,-0.0003829113114067256,-0.0055354013176687495,0.3802112963758103,0.00038021129637581027
2015-03-31,0.0017533702390573826,-0.022874126209203063,0.48726917577733947,0.0004872691757773395
2015-04-30,0.012858009962979325,-0.014462862479178941,0.33666312244979846,0.00033666312244979847
2015-05-31,0.0033406086161878773,-0.006293094871608028,0.41269834961712265,0.00041269834961712266
2015-06-30,-0.014678188325871443,0.02880636018131328,0.3680348997936482,0.00036803489979364817
2015-07-31,-0.021148400386193002,0.043022659315110776,0.4182112450766178,0.00041821124507661784
2015-08-31,0.016889373623982296,-0.03409955730674369,0.4878686879776055,0.00048786868797760547
2015-09-30,0.00848719244719206,0.008053886709488896,0.2894733432827632,0.0002894733432827632
2015-10-31,0.0805663259643578,-0.026349575627802744,0.6106480521758453,0.0006106480521758452
2015-11-30,0.03630969557321182,-0.059467369438678176,0.5590650360996509,0.0005590650360996508
2015-12-31,0.022074171063096015,0.015481282319008203,0.2983028169647324,0.0002983028169647324
2016-01-31,0.037612337940180186,0.0019501505477956425,0.2490037191071951,0.0002490037191071951
2016-02-29,-0.012874794781118339,0.016305176815137285,0.7175771621426745,0.0007175771621426746
2016-03-31,-0.037454585457306316,0.050651107856554786,0.4366164307256998,0.0004366164307256998
2016-04-30,0.019955248934889577,-0.0056042552402518295,1.1367960480771908,0.0011367960480771907
2016-05-31,0.004624046973439733,-0.036793878647442844,0.4994332676784446,0.0004994332676784446
2016-06-30,0.033632578652099406,-0.0007320568957327224,0.5343475985701097,0.0005343475985701097
2016-07-31,0.012290907313608098,0.00989114638295916,0.5563946247230653,0.0005563946247230654
2016-08-31,0.009076772890096977,-0.0278359093497959,0.3627105540939327,0.0003627105540939327
2016-09-30,-0.0076926097673603285,-0.026144704525338174,0.11703888946419785,0.00011703888946419785
2016-10-31,0.004649120386803932,-0.015609101017852579,0.3094543417594945,0.00030945434175949453
2016-11-30,-0.026515557645495912,-0.010190939536177897,0.6259603391302082,0.0006259603391302082
